,customer,state,gender,education,customer_lifetime_value,income,monthly_premium_auto,number_of_open_complaints,policy_type,vehicle_class,total_claim_amount
712,CM94425,Arizona,M,Bachelor,441620.62,61953.0,113.0,0,Personal Auto,SUV,497.047297
713,OV54878,California,M,Bachelor,463903.52,0.0,142.0,0,Corporate Auto,SUV,1022.4
714,JF57282,Nevada,M,Bachelor,486354.46,0.0,137.0,0,Personal Auto,SUV,657.6
715,MY37953,Arizona,F,Bachelor,2583090.98,73760.0,107.0,1,Personal Auto,Luxury,230.245772
716,XP64922,Oregon,F,College,297431.49,23333.0,74.0,0,Corporate Auto,Four-Door Car,5.622751
719,HJ15383,Washington,M,Master,803240.19,27658.0,68.0,0,Personal Auto,Four-Door Car,160.07526
721,YM79169,California,M,Bachelor,261275.67,19003.0,71.0,0,Personal Auto,Two-Door Car,34.651305
722,DR38127,California,M,College,857346.39,46703.0,108.0,0,Personal Auto,Four-Door Car,678.100487
727,YB33445,Oregon,F,College,898285.04,43490.0,114.0,4,Corporate Auto,SUV,174.588413
728,BA17836,California,M,High School or Below,786816.6,57340.0,67.0,0,Corporate Auto,Four-Door Car,159.391681
729,JS43228,California,M,College,770424.87,49088.0,97.0,0,Corporate Auto,Four-Door Car,698.4
730,BB11622,Nevada,M,Master,1055217.0,47761.0,131.0,0,Personal Auto,SUV,232.711071
731,HQ70429,Washington,F,College,1604510.95,0.0,65.0,0,Personal Auto,Two-Door Car,163.046956
732,WK88044,Arizona,M,Bachelor,873783.75,61281.0,110.0,0,Personal Auto,SUV,79.865605
734,EH16250,Arizona,M,Bachelor,770528.33,25290.0,66.0,0,Personal Auto,Four-Door Car,382.085897
735,PU41872,Arizona,F,High School or Below,703926.24,24239.0,88.0,0,Personal Auto,Four-Door Car,48.348319
736,HB85743,California,M,Bachelor,883808.56,82664.0,114.0,3,Personal Auto,SUV,133.425609
738,MB83663,Oregon,F,Bachelor,959747.48,38736.0,81.0,0,Personal Auto,Two-Door Car,561.414794
740,KH24214,Oregon,M,College,1785797.23,55437.0,64.0,1,Personal Auto,Four-Door Car,445.287788
741,AC40767,Washington,M,Bachelor,249780.82,68041.0,6464.0,0,Personal Auto,Two-Door Car,165.570243
742,HP55391,Oregon,M,Master,542613.62,0.0,71.0,0,Corporate Auto,Four-Door Car,407.99684
743,EG62398,California,F,High School or Below,799814.38,29066.0,100.0,0,Personal Auto,SUV,844.229478
745,AM92343,Oregon,F,High School or Below,1159950.22,67616.0,96.0,0,Personal Auto,Four-Door Car,340.306584
746,GI68556,California,F,Bachelor,1514793.06,41082.0,63.0,0,Personal Auto,Two-Door Car,106.647493
747,JT11876,Washington,F,High School or Below,543576.78,0.0,10202.0,0,Personal Auto,Four-Door Car,626.116259
749,MK34957,Oregon,F,College,1329771.23,50631.0,112.0,4,Special Auto,SUV,784.65781
751,AP23850,Washington,F,High School or Below,1777154.9,0.0,114.0,0,Personal Auto,Two-Door Car,547.2
752,KQ65521,Arizona,F,College,1826927.02,55761.0,115.0,0,Personal Auto,Luxury,86.27772
754,QB70027,California,F,Bachelor,708321.24,41449.0,89.0,0,Personal Auto,Four-Door Car,63.516572
756,KH64733,Nevada,F,College,588950.91,62007.0,73.0,0,Personal Auto,Four-Door Car,120.015609
757,ON59472,Arizona,M,High School or Below,1577139.34,21921.0,206.0,0,Corporate Auto,Luxury,1254.137899
759,RV15398,Oregon,M,College,2758055.4,0.0,87.0,1,Personal Auto,Four-Door Car,417.6
760,EA25683,Washington,M,High School or Below,777853.23,63786.0,196.0,0,Corporate Auto,Luxury,798.002689
761,PW73754,California,F,High School or Below,734186.13,0.0,104.0,3,Personal Auto,Luxury,82.041684
762,MC71942,California,F,High School or Below,791919.7,82877.0,99.0,1,Personal Auto,Two-Door Car,22.819088
764,YQ99152,Nevada,M,High School or Below,978780.88,10475.0,88.0,1,Personal Auto,Two-Door Car,422.4
766,PM76175,Oregon,F,Bachelor,2114727.72,49721.0,132.0,0,Corporate Auto,Luxury,639.971388
770,BE62503,Washington,F,College,920659.83,24589.0,82.0,0,Personal Auto,Two-Door Car,511.497882
772,NC58480,Nevada,F,Bachelor,483820.9,73769.0,61.0,2,Personal Auto,Four-Door Car,239.540223
773,NS39326,California,F,College,462554.81,66670.0,114.0,0,Personal Auto,SUV,518.180364
774,PN18507,Arizona,M,Bachelor,1404210.3,88854.0,118.0,0,Personal Auto,Two-Door Car,715.252366
777,ZW71731,California,M,Bachelor,517035.84,89284.0,133.0,2,Corporate Auto,SUV,402.070719
778,ZC24631,Oregon,M,College,1391737.72,67267.0,89.0,0,Corporate Auto,Four-Door Car,94.814032
784,QD38160,Oregon,M,College,447177.82,0.0,135.0,0,Personal Auto,SUV,972.0
785,BM15160,California,F,High School or Below,849635.28,44624.0,71.0,1,Special Auto,Four-Door Car,73.883044
787,EV19512,Nevada,F,Master,1630196.76,19614.0,85.0,0,Personal Auto,Two-Door Car,574.024018
788,TE13577,Oregon,F,College,231973.59,0.0,64.0,0,Personal Auto,Four-Door Car,632.715382
790,YG20683,Washington,M,College,286011.17,51159.0,72.0,0,Personal Auto,Four-Door Car,4.238626
791,FK75497,California,M,College,245340.83,83772.0,62.0,0,Personal Auto,Two-Door Car,42.248087
793,TN36521,Arizona,F,College,2498022.55,88440.0,70.0,0,Personal Auto,Two-Door Car,27.145151
794,HG33568,Arizona,F,Master,748263.95,25666.0,63.0,2,Personal Auto,Four-Door Car,270.002766
796,ZO83562,Nevada,F,Bachelor,237974.12,0.0,67.0,0,Personal Auto,Four-Door Car,494.946438
797,CH97539,Washington,F,Bachelor,828696.44,40001.0,70.0,0,Personal Auto,Four-Door Car,142.567008
801,NY56352,Oregon,F,Bachelor,280391.67,23220.0,74.0,0,Personal Auto,Four-Door Car,251.334247
802,EA27048,California,F,High School or Below,864650.41,64125.0,108.0,0,Personal Auto,SUV,369.818708
803,UT38865,Oregon,F,College,742587.06,58042.0,62.0,0,Corporate Auto,Four-Door Car,161.419528
807,CV31235,Arizona,M,Bachelor,318435.52,50989.0,80.0,0,Corporate Auto,Four-Door Car,255.999709
809,LB25094,California,F,Bachelor,253070.51,89451.0,63.0,0,Special Auto,Four-Door Car,61.769564
810,KW56110,Oregon,M,Bachelor,1836155.53,0.0,182.0,0,Personal Auto,Luxury,1310.4
811,XO36233,Washington,M,Bachelor,864153.0,78904.0,109.0,0,Personal Auto,SUV,250.001424
812,ZX86243,Arizona,M,Doctor,327853.19,70247.0,83.0,1,Personal Auto,Four-Door Car,141.799422
814,CT83377,Washington,M,High School or Below,376363.77,93595.0,97.0,4,Special Auto,Four-Door Car,49.797016
815,OQ90898,California,M,Master,1395556.96,90279.0,115.0,0,Personal Auto,SUV,372.175592
816,GO77248,Oregon,F,College,500152.75,0.0,72.0,0,Personal Auto,Four-Door Car,542.14385
817,QW33258,California,M,Bachelor,708283.04,53310.0,189.0,3,Personal Auto,Luxury,1360.8
819,VZ79886,Oregon,F,Bachelor,1255088.2,22234.0,160.0,0,Personal Auto,SUV,768.0
820,FI92440,Washington,F,High School or Below,3219660.04,91375.0,99.0,0,Personal Auto,Two-Door Car,72.632934
821,YG85980,Nevada,F,High School or Below,679377.41,22250.0,86.0,0,Personal Auto,Two-Door Car,720.601429
822,QM74621,Oregon,M,Bachelor,527231.97,0.0,80.0,0,Personal Auto,Four-Door Car,576.0
823,EI71732,Oregon,F,Doctor,626534.33,0.0,84.0,1,Personal Auto,Four-Door Car,481.025786
824,VN79010,California,F,High School or Below,854758.61,51179.0,71.0,0,Corporate Auto,Four-Door Car,466.176731
825,FI61723,California,M,Bachelor,278742.37,38667.0,72.0,0,Personal Auto,Four-Door Car,159.266473
827,TF10720,Nevada,F,Doctor,866336.4,67763.0,107.0,2,Personal Auto,Four-Door Car,41.283167
828,NW30838,Nevada,M,High School or Below,387222.22,0.0,62.0,2,Corporate Auto,Four-Door Car,503.808329
829,CB58476,Oregon,F,College,517081.15,0.0,71.0,0,Corporate Auto,Four-Door Car,859.599411
830,WI69346,California,F,Master,896028.02,71943.0,112.0,0,Corporate Auto,SUV,305.653785
831,FS76657,Oregon,F,College,547183.43,53526.0,68.0,0,Personal Auto,Four-Door Car,278.902846
832,YX89016,Oregon,M,College,3493100.17,35005.0,295.0,0,Personal Auto,Luxury,1416.0
833,PK28821,California,M,College,262039.23,24721.0,67.0,0,Personal Auto,Four-Door Car,139.963594
834,MB51200,Washington,M,College,1906949.95,0.0,102.0,2,Personal Auto,Four-Door Car,734.4
838,RV67546,California,M,Bachelor,371243.05,73205.0,92.0,0,Personal Auto,Four-Door Car,37.299865
839,UJ79253,Oregon,F,College,2185084.0,51056.0,78.0,0,Personal Auto,Four-Door Car,95.816516
840,PN98247,California,M,College,784016.58,58414.0,210.0,2,Personal Auto,Luxury,1008.0
842,OE19087,California,F,High School or Below,224347.39,0.0,62.0,0,Personal Auto,Four-Door Car,446.4
843,CM95716,California,M,Bachelor,843446.41,44216.0,71.0,0,Personal Auto,Four-Door Car,72.205362
849,GB35238,California,F,Bachelor,757953.27,33906.0,64.0,0,Personal Auto,Two-Door Car,401.592109
850,ML82674,Oregon,M,Bachelor,1097878.03,68158.0,139.0,1,Personal Auto,SUV,253.183568
851,EI85244,California,M,College,825506.01,0.0,134.0,3,Personal Auto,SUV,643.2
852,DE28132,Oregon,M,College,474773.46,42165.0,123.0,0,Corporate Auto,SUV,799.673766
855,OB69153,California,M,Bachelor,258218.53,68074.0,65.0,0,Personal Auto,Four-Door Car,27.987867
856,QZ77637,Washington,F,College,1166509.78,84978.0,35353.0,1,Corporate Auto,Four-Door Car,166.77296
857,XN41715,California,F,Master,739628.37,71135.0,92.0,1,Personal Auto,Four-Door Car,270.563995
861,WA25797,Washington,Male,High School or Below,856476.82,95697.0,107.0,0,Personal Auto,Luxury,178.006524
862,NL59519,California,F,College,1156568.75,64642.0,96.0,0,Personal Auto,Four-Door Car,404.265696
864,DK94262,Oregon,M,High School or Below,850712.88,46754.0,106.0,1,Personal Auto,SUV,513.818403
866,OR40060,Arizona,M,Bachelor,332309.25,70410.0,83.0,0,Personal Auto,Four-Door Car,131.828507
867,DK32872,Nevada,F,High School or Below,523433.17,66957.0,131.0,1,Personal Auto,SUV,628.8
869,ER19995,Washington,F,College,1778627.78,99790.0,6464.0,0,Personal Auto,Four-Door Car,178.986788
870,KI75855,Oregon,M,Master,255122.67,79751.0,63.0,0,Personal Auto,Two-Door Car,392.235698
871,ND41876,Arizona,M,High School or Below,724771.37,86122.0,182.0,1,Personal Auto,Luxury,873.6
872,PN21042,Arizona,M,Bachelor,453884.78,82297.0,116.0,0,Personal Auto,Luxury,0.382107
873,GJ43254,Washington,M,College,3164210.46,89057.0,98.0,0,Corporate Auto,Two-Door Car,187.363583
878,UU98729,California,M,Bachelor,535719.27,0.0,73.0,0,Personal Auto,Four-Door Car,350.853987
879,WS82822,Oregon,F,College,539197.1,41662.0,69.0,0,Corporate Auto,Four-Door Car,217.973168
881,XC16387,Arizona,F,High School or Below,504041.24,46072.0,64.0,0,Personal Auto,Four-Door Car,25.934064
884,AY18433,Washington,F,High School or Below,2738281.89,45473.0,76.0,0,Special Auto,Two-Door Car,188.938397
887,OX36896,California,M,High School or Below,1053607.8,92983.0,87.0,1,Corporate Auto,Four-Door Car,153.205591
888,BZ65376,Arizona,M,Bachelor,858127.87,27689.0,239.0,2,Personal Auto,Luxury,2893.239678
889,LN34660,California,F,College,946311.33,69654.0,118.0,0,Corporate Auto,SUV,629.532731
890,JC29295,California,F,Bachelor,1344100.64,80744.0,111.0,0,Personal Auto,SUV,361.284757
891,KJ87930,California,F,Bachelor,388650.48,0.0,112.0,0,Corporate Auto,SUV,1185.988301
895,MR57294,California,M,High School or Below,563994.2,73168.0,70.0,0,Personal Auto,Four-Door Car,425.800112
896,UG79499,Washington,M,Bachelor,1168137.43,70930.0,99.0,0,Personal Auto,Four-Door Car,190.43446
897,UA50747,Washington,F,High School or Below,2599775.0,62262.0,72.0,0,Corporate Auto,Four-Door Car,193.505325
898,GL20444,Nevada,F,Master,1377836.93,91474.0,113.0,0,Corporate Auto,Two-Door Car,24.087774
900,XM91635,Arizona,F,High School or Below,227233.54,16618.0,62.0,0,Special Auto,Four-Door Car,219.288706
901,TV82603,California,F,Bachelor,1489539.8,48081.0,188.0,0,Personal Auto,Luxury,881.360959
902,BB82067,Oregon,M,Doctor,975604.5,67632.0,121.0,0,Personal Auto,Luxury,26.951627
903,JP94676,Oregon,F,Bachelor,942297.41,34115.0,119.0,0,Personal Auto,SUV,466.122541
905,IW54795,California,M,College,1095213.19,23748.0,99.0,0,Personal Auto,Four-Door Car,607.095655
907,IX55883,California,F,College,1948049.98,50809.0,83.0,0,Personal Auto,Four-Door Car,290.381707
908,XM72420,Arizona,F,High School or Below,391936.67,66676.0,97.0,0,Personal Auto,Four-Door Car,558.099357
910,RX13282,Oregon,M,Bachelor,1216874.49,14973.0,115.0,0,Personal Auto,SUV,828.0
911,QA85890,Arizona,F,High School or Below,584932.15,0.0,83.0,0,Corporate Auto,Four-Door Car,540.514115
912,IR62668,Arizona,F,Bachelor,508583.66,31546.0,65.0,0,Personal Auto,Four-Door Car,100.049832
913,AL96740,California,F,College,290393.98,67763.0,73.0,1,Personal Auto,Four-Door Car,59.861963
914,SS48498,Washington,F,College,627317.34,20836.0,79.0,0,Corporate Auto,Four-Door Car,193.57032
915,PE39479,Washington,M,College,1832141.9,88592.0,76.0,0,Corporate Auto,Four-Door Car,199.79727
916,JH62891,Oregon,F,College,517870.42,66943.0,65.0,1,Special Auto,Four-Door Car,53.084753
917,FI20423,Arizona,F,High School or Below,1402435.84,81872.0,115.0,0,Special Auto,Four-Door Car,256.43803
918,PM13394,Washington,F,College,530943.59,22404.0,70.0,1,Personal Auto,Four-Door Car,211.136067
919,YV67971,California,F,High School or Below,494980.38,21342.0,62.0,0,Personal Auto,Four-Door Car,74.350893
920,QD31377,California,M,Bachelor,859566.53,34621.0,108.0,1,Corporate Auto,SUV,621.464468
922,FE73696,Oregon,M,High School or Below,379213.03,97212.0,93.0,0,Personal Auto,Two-Door Car,360.05589
923,SW19699,Arizona,F,Bachelor,275574.8,49648.0,70.0,0,Personal Auto,Four-Door Car,65.954813
924,QJ40732,Arizona,M,College,488033.96,97984.0,61.0,1,Personal Auto,Four-Door Car,407.450118
926,NT59303,Oregon,F,College,1011544.62,63528.0,256.0,0,Personal Auto,Luxury,1228.8
929,QN10888,Oregon,F,High School or Below,772699.36,87620.0,64.0,0,Personal Auto,Four-Door Car,24.063693
930,VY19543,California,F,Bachelor,831113.59,0.0,72.0,0,Corporate Auto,Four-Door Car,311.329282
931,XC15133,Nevada,F,Master,257402.04,34990.0,65.0,0,Personal Auto,Four-Door Car,42.689135
932,ST43550,Oregon,M,Bachelor,572732.71,99934.0,71.0,0,Special Auto,Four-Door Car,460.323855
933,FX36546,Washington,M,Master,367914.21,60804.0,92.0,0,Personal Auto,Four-Door Car,213.225001
935,HX78576,California,F,High School or Below,563674.03,24516.0,71.0,0,Personal Auto,Four-Door Car,300.607591
936,ZQ11381,Arizona,M,Bachelor,1687038.82,61063.0,85.0,0,Personal Auto,Four-Door Car,262.504882
937,ON39271,California,M,Master,273800.2,0.0,74.0,0,Personal Auto,Two-Door Car,263.365432
940,XI41106,Arizona,M,College,1687432.82,55390.0,71.0,0,Corporate Auto,Two-Door Car,256.268091
942,RU49126,Washington,F,College,446533.57,61846.0,112.0,0,Personal Auto,SUV,215.8182
944,ZJ73220,Arizona,F,College,1309258.58,0.0,188.0,0,Special Auto,Luxury,1353.6
946,CU36986,California,F,High School or Below,416516.66,55897.0,104.0,0,Personal Auto,Four-Door Car,499.2
947,WZ53904,Arizona,M,Bachelor,265998.06,21297.0,71.0,0,Personal Auto,Four-Door Car,45.507952
949,TD10493,Oregon,F,High School or Below,289873.27,0.0,96.0,4,Personal Auto,Four-Door Car,691.2
951,VX39856,Arizona,F,Doctor,350045.44,89398.0,86.0,0,Personal Auto,Four-Door Car,82.409922
952,TP51897,California,F,College,262180.86,36843.0,68.0,3,Corporate Auto,Four-Door Car,357.642982
954,EI91403,California,M,High School or Below,257827.1,34946.0,65.0,0,Personal Auto,Two-Door Car,420.35698
955,QG15435,Arizona,F,College,624259.57,75680.0,78.0,0,Personal Auto,Four-Door Car,136.787725
957,HX77930,Washington,F,College,313643.21,49532.0,79.0,1,Personal Auto,Four-Door Car,220.186677
958,UN37063,Arizona,M,Bachelor,452536.58,10269.0,65.0,0,Personal Auto,Two-Door Car,170.798204
959,VB87946,California,M,College,497035.73,49714.0,63.0,3,Personal Auto,Four-Door Car,266.165535
960,AB60627,California,M,High School or Below,1546778.9,77517.0,129.0,0,Corporate Auto,SUV,98.921782
961,TA34903,Oregon,M,High School or Below,583889.92,81082.0,73.0,0,Personal Auto,Four-Door Car,281.295903
962,AQ51368,Oregon,F,Bachelor,1065688.2,72540.0,88.0,0,Corporate Auto,Two-Door Car,631.743039
964,GB45753,California,M,High School or Below,543980.42,61546.0,68.0,0,Corporate Auto,Two-Door Car,29.209521
965,BV79904,California,F,Master,795615.01,44818.0,67.0,1,Personal Auto,Two-Door Car,136.883999
968,JO63462,California,M,Bachelor,330799.9,79797.0,84.0,0,Corporate Auto,Two-Door Car,31.755601
969,NJ10602,Washington,F,College,845905.32,92717.0,70.0,0,Personal Auto,Two-Door Car,224.27582
970,RS24501,Oregon,F,College,1335012.09,28919.0,173.0,0,Personal Auto,SUV,830.4
971,VT78274,Arizona,M,College,493122.13,0.0,68.0,0,Personal Auto,Four-Door Car,480.159011
972,SU56153,Nevada,M,Bachelor,777683.52,63568.0,65.0,0,Corporate Auto,Two-Door Car,390.792553
973,MN20737,Nevada,F,College,255367.22,73935.0,64.0,1,Corporate Auto,Four-Door Car,72.071195
976,TR88637,Arizona,F,High School or Below,810591.08,38893.0,103.0,0,Personal Auto,SUV,41.965252
977,TC88986,Oregon,M,High School or Below,561968.91,0.0,153.0,0,Special Auto,SUV,1027.000029
978,XX88577,California,M,Bachelor,1572713.06,84824.0,196.0,0,Corporate Auto,SUV,319.820747
979,NE49052,California,F,High School or Below,661801.64,20068.0,86.0,0,Corporate Auto,Four-Door Car,411.011162
982,WH32183,California,M,Bachelor,832307.4,97245.0,70.0,0,Personal Auto,Four-Door Car,4.110585
983,ES90681,California,F,College,241776.0,51808.0,61.0,1,Personal Auto,Four-Door Car,351.149904
984,DW96592,California,M,Bachelor,804487.24,71391.0,67.0,0,Personal Auto,Four-Door Car,284.000172
985,MT23134,Oregon,M,High School or Below,532572.45,0.0,73.0,0,Personal Auto,Two-Door Car,496.474767
986,BM69081,Arizona,M,Bachelor,694752.4,0.0,100.0,0,Personal Auto,SUV,925.137143
987,MB90871,Oregon,F,College,584741.52,23496.0,77.0,0,Special Auto,Four-Door Car,13.164097
988,GT62080,Washington,M,High School or Below,793690.0,55561.0,63.0,0,Personal Auto,Four-Door Car,227.872071
989,QL77686,Nevada,F,College,472478.61,23986.0,119.0,0,Corporate Auto,SUV,463.335061
990,ON77827,Arizona,F,Master,279022.8,22974.0,71.0,0,Personal Auto,Four-Door Car,180.667969
994,YE97964,California,F,Bachelor,1646436.59,27760.0,104.0,0,Personal Auto,SUV,302.764283
997,UC88305,Arizona,F,College,266544.71,52266.0,68.0,0,Corporate Auto,Two-Door Car,141.922839
998,TS53809,Oregon,M,Bachelor,709891.41,0.0,70.0,0,Personal Auto,Two-Door Car,349.783046
1001,AS55677,California,F,High School or Below,833899.58,70534.0,104.0,0,Personal Auto,Four-Door Car,54.065538
1003,SA50567,Nevada,M,Bachelor,544855.52,85296.0,68.0,0,Personal Auto,Four-Door Car,342.515136
1005,VL37375,California,M,Bachelor,618509.65,0.0,92.0,0,Personal Auto,Two-Door Car,1027.177255
1006,KN21017,Nevada,M,High School or Below,320822.59,52367.0,81.0,0,Personal Auto,Four-Door Car,275.989978
1007,PX44289,Arizona,M,College,548010.41,58651.0,71.0,0,Personal Auto,Four-Door Car,472.599683
1008,AM97901,Nevada,F,College,2298615.39,84831.0,192.0,0,Special Auto,Luxury,1336.931716
1010,TR81766,California,F,College,746292.63,70263.0,93.0,0,Corporate Auto,Two-Door Car,7.345946
1011,CH85057,Oregon,F,Doctor,1146399.1,45354.0,285.0,0,Personal Auto,Luxury,540.141566
1012,UP71482,Arizona,M,High School or Below,723613.25,0.0,63.0,0,Personal Auto,Four-Door Car,383.363758
1013,EG40670,California,F,Bachelor,623268.79,28334.0,83.0,0,Special Auto,Four-Door Car,537.765151
1014,HV83672,Oregon,F,Bachelor,2839332.99,38772.0,90.0,0,Personal Auto,Four-Door Car,321.873474
1015,MG10140,Oregon,F,College,374675.16,41479.0,94.0,1,Personal Auto,Two-Door Car,19.575683
1017,QO65264,California,M,College,501208.37,48328.0,63.0,0,Personal Auto,Two-Door Car,108.138715
1019,OT52034,California,M,Bachelor,386477.68,24204.0,99.0,1,Personal Auto,Four-Door Car,707.303416
1020,CH85444,Oregon,M,College,414571.19,25943.0,110.0,0,Corporate Auto,Two-Door Car,1067.333126
1021,PU85769,California,M,High School or Below,515607.27,0.0,73.0,0,Personal Auto,Four-Door Car,807.947292
1022,UI73201,California,M,College,366737.5,62375.0,92.0,0,Personal Auto,Two-Door Car,618.630955
1023,SL50592,California,F,High School or Below,783568.35,0.0,71.0,0,Corporate Auto,Four-Door Car,404.272806
1024,XP11075,Arizona,M,Bachelor,1456726.84,0.0,148.0,0,Personal Auto,SUV,710.4
1026,JN26745,Nevada,F,Bachelor,413577.52,0.0,112.0,0,Special Auto,Four-Door Car,707.977614
1028,JX76668,Washington,F,High School or Below,1131424.39,62935.0,141.0,0,Personal Auto,Luxury,232.242326
1029,DS45802,California,F,High School or Below,541461.73,26893.0,68.0,0,Personal Auto,Four-Door Car,68.226001
1030,OA96690,Oregon,F,High School or Below,742159.35,47406.0,94.0,1,Personal Auto,Four-Door Car,287.149807
1033,OV50124,Oregon,F,College,493688.84,0.0,72.0,2,Personal Auto,Two-Door Car,391.636628
1035,BU41599,Washington,F,Master,558176.13,62739.0,70.0,0,Personal Auto,Two-Door Car,239.328571
1036,TK30357,California,F,Bachelor,1413434.74,90844.0,118.0,0,Personal Auto,SUV,232.674417
1038,NH16984,California,F,Bachelor,283806.78,0.0,80.0,0,Personal Auto,Four-Door Car,336.50961
1041,QS75550,Washington,F,Bachelor,248004.59,93383.0,62.0,0,Corporate Auto,Two-Door Car,244.212286
1043,VM92311,Arizona,F,High School or Below,252907.75,89129.0,64.0,0,Personal Auto,Four-Door Car,328.870868
1045,WZ31900,Oregon,F,Bachelor,864970.06,94389.0,107.0,0,Corporate Auto,SUV,85.063708
1046,RG30482,Oregon,F,College,1366835.53,0.0,197.0,0,Personal Auto,SUV,1418.4
1047,ZM86949,Oregon,F,High School or Below,2063508.46,84106.0,64.0,0,Personal Auto,Two-Door Car,334.408717
1048,QQ39596,Arizona,F,College,251753.36,0.0,69.0,0,Personal Auto,Four-Door Car,42.096415
1049,FH51383,California,F,High School or Below,532667.77,76717.0,66.0,0,Personal Auto,Two-Door Car,300.528579
1050,BJ53923,Arizona,M,High School or Below,260027.21,51978.0,66.0,0,Corporate Auto,Four-Door Car,144.782152
1051,CZ96653,Oregon,F,Bachelor,853479.28,47325.0,107.0,0,Personal Auto,SUV,64.598216
1053,NT43594,Nevada,F,Bachelor,224844.96,24910.0,63.0,1,Personal Auto,Four-Door Car,347.857619
1054,RJ85627,Washington,F,Bachelor,1230276.24,43817.0,62.0,1,Personal Auto,Four-Door Car,245.447622
1058,UX92071,Oregon,M,High School or Below,674311.93,0.0,199.0,0,Personal Auto,Luxury,955.2
1059,YG44474,Oregon,M,College,1401472.13,54193.0,117.0,0,Corporate Auto,SUV,720.752945
1060,UH45301,Oregon,M,College,943891.56,86946.0,118.0,0,Personal Auto,Four-Door Car,340.656963
1061,RY92647,California,F,Bachelor,1050677.17,0.0,92.0,0,Personal Auto,Four-Door Car,546.524896
1062,IK12620,Arizona,F,High School or Below,421391.86,12160.0,109.0,0,Personal Auto,Four-Door Car,489.411833
1063,GQ66762,California,M,College,477368.64,33701.0,63.0,0,Personal Auto,Four-Door Car,171.325856
1064,YT69858,Washington,F,Bachelor,544142.01,85702.0,67.0,0,Personal Auto,Two-Door Car,249.085887
1065,XD85577,California,M,Bachelor,284226.69,69417.0,73.0,1,Personal Auto,Four-Door Car,30.874869
1066,TM65736,Oregon,M,Master,305955.03,38644.0,78.0,1,Personal Auto,Four-Door Car,361.455219
1067,VJ51327,California,F,High School or Below,2031499.76,63209.0,102.0,2,Personal Auto,SUV,207.320041
